Drug ID,Drug Name,Discription
DB02123,Glycochenodeoxycholic Acid,"A bile salt formed in the liver from chenodeoxycholate and glycine, usually as the sodium salt. It acts as a detergent to solubilize fats for absorption and is itself absorbed. It is a cholagogue and choleretic. [PubChem];;;;"
DB02124,"(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid",;;;;
DB02125,Adamantanone,;;;;
DB02126,4-Carboxycinnamic Acid,;;;;
DB02127,Diisopropyl methylphosphonate,;;;;
DB02128,[1-(3-hydroxy-2-oxo-1-phenethyl-propylcarbamoyl)2-phenyl-ethyl]-carbamic acid pyridin-4-ylmethyl ester,;;;;
DB02129,Dihydroorotic Acid,;;;;
DB02130,Vanillic acid,A flavoring agent. It is the intermediate product in the two-step bioconversion of ferulic acid to vanillin. (J Biotechnol 1996;50(2-3):107-13).;;;
DB02131,N-1-methylheptylformamide,;;;;
DB02132,Zenarestat,;;;;
DB02133,Chlorophyll A,;;;;
DB02134,Xanthine,"A purine base found in most body tissues and fluids, certain plants, and some urinary calculi. It is an intermediate in the degradation of adenosine monophosphate to uric acid, being formed by oxidation of hypoxanthine. The methylated xanthine compounds caffeine, theobromine, and theophylline and their derivatives are used in medicine for their bronchodilator effects. (Dorland, 28th ed);;;;"
DB02135,"1-deoxy-1-{2,6,8-trioxo-7-[4-(phosphonooxy)butyl]-1,2,3,6,7,8-hexahydro-9H-purin-9-yl}-D-arabinitol",;;;;
DB02136,Cephalosporin analog,;;;;
DB02137,Molybdenum cofactor,"Absence of molybdenum cofactor leads to accumulation of toxic levels of sulphite and neurological damage usually leading to death within months of birth, due to the lack of active sulfite oxidase.;;;;"
DB02138,Diethyl 4-Methylbenzylphosphonate,;;;;
DB02139,(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,;;;;
DB02140,N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,;;;;
DB02141,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",;;;;
DB02142,Pyridoxamine-5'-Phosphate,;;;;
DB02143,1-hydroxy-2-isopropylguanidine,;;;;
DB02144,"1,2-diacyl-sn-glycero-3-phosphoinositol",;;;;
DB02145,Butyl alcohol,;;;;
DB02146,Glutathione S-atrazine,;;;;
DB02147,Cyclo-Tetrametavanadate,;;;;
DB02148,3-Amino-4-Oxybenzyl-2-Butanone,;;;;
DB02151,Methionine Phosphonate,;;;;
DB02152,K-252a,;;;;
DB02153,3-sulfino-L-alanine,;;;;
DB02154,"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",;;;;
DB02155,3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,;;;;
DB02156,Sulfopyruvate,;;;;
DB02158,"(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",;;;;
DB02159,(R)-Propylene glycol,"A clear, colorless, viscous organic solvent and diluent used in pharmaceutical preparations.;;;;"
DB02160,S-Butyryl-Cystein,;;;;
DB02161,Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,;;;;
DB02162,5'-O-(N-Ethyl-Sulfamoyl)Adenosine,;;;;
DB02163,"2,5-Xylidine",;;;;
DB02164,N-sulfo-flavin mononucleotide,;;;;
DB02165,Zinc trihydroxide,;;;;
DB02166,Propidium,"Quaternary ammonium analog of ethidium; an intercalating dye with a specific affinity to certain forms of DNA and, used as diiodide, to separate them in density gradients; also forms fluorescent complexes with cholinesterase which it inhibits. [PubChem];;"
DB02167,"N,N-Dimethyl-L-Alanine",;;;;
DB02168,6-bromopurine,;;;;
DB02169,"9,10-Deepithio-9,10-Didehydroacanthifolicin",A specific inhibitor of phosphoserine/threonine protein phosphatase 1 and 2a. It is also a potent tumor promoter. (Thromb Res 1992;67(4):345-54 & Cancer Res 1993;53(2):239-41);;
DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",;;;;
DB02172,"2,5-Dideoxy-2,5-Imino-D-Glucitol",;;;;
DB02173,Co(III)-(Deuteroporphyrin IX),;;;;
DB02174,D-Glutamine,A non-essential amino acid present abundantly throughout the body and is involved in many metabolic processes. It is synthesized from glutamic acid and ammonia. It is the principal carrier of nitrogen in the body and is an important energy source for many cells.;;;;
DB02175,Malonic acid,;;;;
DB02176,Mercury Acetate Ion,;;;;
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,;;;;
DB02178,Phenylacetaldehyde,;;;;
DB02179,O-Trifluoromethylphenyl Anthranilic Acid,;;;;
DB02180,Myristoyl-Coa,;;;;
DB02181,2'-Deoxyguanosine-5'-Triphosphate,;;;;
DB02182,Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),;;;;
DB02183,Adenosine-5'-ditungstate,;;;;
DB02184,"D-1,4-dithiothreitol",A reagent commonly used in biochemical studies as a protective agent to prevent the oxidation of SH (thiol) groups and for reducing disulphides to dithiols. [PubChem];;;;
DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",;;;;
DB02186,N-acetyl-beta-D-galactosamine 6-sulfate,;;;;
DB02187,Equilin,An estrogenic steroid produced by horses. It has a total of four double bonds in the A- and B-ring. High concentration of equilin is found in the urine of pregnant mares.;;;;
DB02188,N-Methylmesoporphyrin containing copper,;;;;
DB02189,"2',3'-Dideoxyadenosine triphosphate",;;;;
DB02190,(S)-oxalosuccinic acid,;;;;
DB02191,"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",;;;;
DB02192,Phenylethyl alcohol,"An antimicrobial, antiseptic, and disinfectant that is used also as an aromatic essence and preservative in pharmaceutics and perfumery.;;;;"
DB02194,"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",;;;;
DB02195,"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",;;;;
DB02196,Uridine-Diphosphate-N-Acetylgalactosamine,;;;;
DB02197,"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",;;;;
DB02198,2-Bromoacetyl Group,;;;;
DB02199,"1,3-Dedimethyl-1,3-Divinyl Heme",;;;;
DB02200,3-[N-[benzyloxycarbonyl]-phenylalaninyl-amino]-5-phenyl-pentane-1-sulfonylmethylbenzene,;;;;
DB02201,Malonate Ion,;;;;
DB02202,"(S)-butane-1,3-diol",;;;;
DB02203,Acetone Cyanohydrin,;;;;
DB02205,(+)-Rutamarin alcohol,;;;;
DB02207,7-Nitroindazole,;;;;
DB02209,Pyridoxine phosphate,;;;;
DB02210,"Hexane-1,6-Diol",;;;;
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,;;;;
DB02213,Metanitrophenyl-Alpha-D-Galactoside,;;;;
DB02214,"6,7-dioxo-5H-8-ribitylaminolumazine",;;;;
DB02215,Furoyl-Leucine,;;;;
DB02216,S-Methylcysteine,;;;;
DB02217,Dpb-T,;;;;
DB02218,"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",;;;;
DB02219,3-(cyclohexylamino)propanesulfonic acid,;;;;
DB02220,AL7089A,;;;;
DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",;;;;
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",;;;;
DB02223,LY231514 tetra glu,;;;;
DB02224,Taxifolin,;;;;
DB02225,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",;;;;
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",;;;;
DB02227,"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",;;;;
DB02228,2-deoxy-2-fluoro-β-D-galactose,;;;;
DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine,;;;;
DB02230,Immucillin-G,;;;;
DB02232,"1,2-Dihydroxybenzene",;;;;
DB02233,6-hydroxy-D-norleucine,;;;;
DB02234,S-Ethylisothiourea,S-Ethylisothiourea is a nitric oxide synthase inhibitor.;;;;
DB02235,L-methionine (R)-S-oxide,;;;;
DB02236,Glycinamide Ribonucleotide,;;;;
DB02237,Maltotetraose,;;;;
DB02238,4-methylthio-2-oxobutanoic acid,;;;;
DB02239,Laevulinic Acid,;;;;
DB02240,Quinacrine mustard,;;;;
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",;;;;
DB02242,Cyclohexanepropanoic acid,;;;;
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,;;;;
DB02245,7-Deazaguanine,;;;;
DB02247,Hydrolyzed Cephalothin,;;;;
DB02248,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,;;;;
DB02249,2-Ethoxyethanol,;;;;
DB02251,O-Succinylbenzoate,;;;;
DB02252,Iodobenzene,;;;;
DB02253,"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",;;;;
DB02254,Trifluoro-thiamin phosphate,;;;;
DB02255,Ilomastat,;;;;
DB02256,2'-Deoxyuridine,2&#39;-Deoxyuridine. An antimetabolite that is converted to deoxyuridine triphosphate during DNA synthesis. Laboratory suppression of deoxyuridine is used to diagnose megaloblastic anemias due to vitamin B12 and folate deficiencies. [PubChem];;;
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,;;;;
DB02258,SR11254,;;;;
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",;;;;
DB02260,4-Oxosebacic Acid,;;;;
DB02261,Platelet Activating Factor,;;;;
DB02262,Orotic acid,;;;;
DB02263,D-glyceraldehyde 3-phosphate,An aldotriose which is an important intermediate in glycolysis and in tryptophan biosynthesis.;;;;
DB02264,O2-Sulfo-Glucuronic Acid,;;;;
DB02265,Ethyl-Trimethyl-Silane,;;;;
DB02266,Flufenamic acid,"An anthranilic acid derivative with analgesic, anti-inflammatory, and antipyretic properties. It is used in musculoskeletal and joint disorders and administered by mouth and topically. (From Martindale, The Extra Pharmacopoeia, 30th ed, p16);;;;"
DB02267,Argininosuccinate,;;;;
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,;;;;
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,;;;;
DB02270,Dimethylallyl S-Thiolodiphosphate,;;;;
DB02271,S-(2-oxo)pentadecylcoa,;;;;
DB02272,Porphobilinogen,"Porphobilinogen is a pyrrole involved in porphyrin metabolism. It is generated by the enzyme ALA dehydratase, and converted into hydroxymethyl bilane by the enzyme porphobilinogen deaminase.;;;;"
DB02273,"2,6-Dimethyl-7-Octen-2-Ol",;;;;
DB02274,7-Keto-8-Aminopelargonic Acid,;;;;
DB02275,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",;;;;
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,;;;;
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,;;;;
DB02278,"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",;;;;
DB02279,Benzoylformic Acid,;;;;
DB02280,(R)-Mandelic acid,;;;;
DB02281,Formycin,;;;;
DB02282,5'-S-methyl-5'-thioadenosine,;;;;
DB02283,2-Phenylamino-Ethanesulfonic Acid,;;;;
DB02285,Protoporphyrin,;;;;
DB02286,2-amino-3-(4-amino-1H-indol-3-yl)propanoic acid,;;;;
DB02287,2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,;;;;
DB02288,CRA-9334,;;;;
DB02289,2-Aminopropanedioic Acid,;;;;
DB02290,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",;;;;
DB02292,Irosustat,Irosustat has been investigated for the treatment of Metastatic Breast Cancer and Locally Advanced Breast Cancer.;;;;
DB02293,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",;;;;
DB02294,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",;;;;
DB02295,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",;;;;
DB02296,Isoamyl alcohol,;;;;
DB02297,2-Amino-6-Chloropyrazine,;;;;
DB02298,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,;;;;
DB02299,Arginineamide,;;;;
DB02300,Calcipotriol,Calcipotriol (INN) or calcipotriene (USAN) is a sythetic derivative of calcitriol or Vitamin D.;;;;
DB02301,"5,10-Methylene-6-Hydrofolic Acid",;;;;
DB02302,Symmetric dimethylarginine,;;;;
DB02303,"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",;;;;
DB02304,Prostaglandin B2,;;;;
DB02305,"4,5-Dehydro-D-Glucuronic Acid",;;;;
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,;;;;
DB02307,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,;;;;
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",;;;;
DB02309,5-monophosphate-9-beta-D-ribofuranosyl xanthine,;;;;
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",;;;;
DB02311,Methyl Methylsulfinylmethyl Sulfide,;;;;
DB02312,beta-D-galactose 6-phosphate,;;;;
DB02313,"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",;;;;
DB02314,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,;;;;
DB02315,Cyclic GMP,#NAME?
DB02316,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",;;;;
DB02317,Alpha-D-Galactose-1-Phosphate,;;;;
DB02318,2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,;;;;
DB02319,"5,6-dihydroxy-NADP",;;;;
DB02320,N-beta-D-glucopyranosylacetamide,;;;;
DB02321,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",;;;;
DB02322,Heparin Disaccharide I-S,;;;;
DB02323,EM-1745,;;;;
DB02324,5-Iodo-2'-Deoxyuridine-5'-Monophosphate,;;;;
DB02325,Isopropyl alcohol,"An isomer of 1-propanol. It is a colorless liquid having disinfectant properties. It is used in the manufacture of acetone and its derivatives and as a solvent. Topically, it is used as an antiseptic.;;;;"
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,;;;;
DB02327,Triethylene glycol,;;;;
DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,;;;;
DB02329,Carbenoxolone,"An agent derived from licorice root. It is used for the treatment of digestive tract ulcers, especially in the stomach. Antidiuretic side effects are frequent, but otherwise the drug is low in toxicity. [PubChem];;;;"
DB02331,"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",;;;;
DB02332,Flavin-N7 protonated-adenine dinucleotide,;;;;
DB02333,Deoxyuridine-5'-Triphosphate,;;;;
DB02334,(R)-2-Hydroxy-3-Sulfopropanoic Acid,;;;;
DB02335,2-Aminothiazoline,;;;;
DB02336,RU83876,;;;;
DB02337,S-(D-Carboxybutyl)-L-Homocysteine,;;;;
DB02338,NADPH,;;;;
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,;;;;
DB02340,N-Acetyl-Serine,;;;;
DB02341,"Mdl 101,146",;;;;
DB02342,2-Methoxyestradiol,2-Methoxyestradiol (2ME2) is a drug that prevents the formation of new blood vessels that tumors need in order to grow (angiogenesis). It has undergone Phase 1 clinical trials against breast cancers and preclinical studies suggest that 2ME2 could also be effective against inflammatory diseases such as rheumatoid arthritis.;;;;
DB02343,"3,6,9,12,15-Pentaoxaheptadecane",;;;;
DB02345,Selenocysteine,"A naturally occurring amino acid in both eukaryotic and prokaryotic organisms. It is found in tRNAs and in the catalytic site of some enzymes. The genes for glutathione peroxidase and formate dehydrogenase contain the TGA codon, which codes for this amino acid. [PubChem];;;;"
DB02346,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,;;;;
DB02347,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,;;;;
DB02348,Monofluorophosphate ion,;;;;
DB02349,Nicotinamide-adenine-dinucleotide-5-hydroxy-4-oxonorvaline,;;;;
DB02350,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",;;;;
DB02352,3-(Benzyloxy)Pyridin-2-Amine,;;;;
DB02353,Heparin Disaccharide Iii-S,;;;;
DB02354,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,;;;;
DB02355,Adenosine-5'-Rp-Alpha-Thio-Triphosphate,;;;;
DB02356,4-Imidazolmethylene-5-Imidazolone Chromophore,;;;;
DB02357,Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,;;;;
DB02358,LY374571,;;;;
DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",;;;;
DB02360,Bis-Napthyl Beta-Ketophosphonic Acid,;;;;
DB02361,S-Methyl Thiocysteine Group,;;;;
DB02362,Aminobenzoic acid,A member of the vitamin B complex. It used to be common in sunscreening agents until found to also be a sensitizer. The potassium salt is used therapeutically in fibrotic skin disorders.;;;;
DB02363,2'-Monophosphoadenosine-5'-Diphosphate,;;;;
DB02364,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,;;;;
DB02365,"1,10-Phenanthroline",;;;;
DB02366,CRA_10762,;;;;
DB02367,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,;;;;
DB02368,N-Acetyl-L-Citrulline,;;;;
DB02369,"3-Aza-2,3-Dihydrogeranyl Diphosphate",;;;;
DB02370,Nz-(1-Carboxyethyl)-Lysine,;;;;
DB02371,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",;;;;
DB02372,"2,5-Dimethylpyrimidin-4-Amine",;;;;
DB02373,Adenosine monotungstate,;;;;
DB02374,Xylose-Derived Imidazole,;;;;
DB02375,Myricetin,;;;;
DB02376,"D-gluconhydroximo-1,5-lactam",;;;;
DB02377,Guanine,;;;;
DB02378,MMI-175,;;;;
DB02379,Beta-D-Glucose,A primary source of energy for living organisms. It is naturally occurring and is found in fruits and other parts of plants in its free state. It is used therapeutically in fluid and nutrient replacement.;;;;
DB02380,Deoxyinosine,;;;;
DB02381,nor-NOHA,N-Hydroxy-nor-L-arginine (nor-NOHA) is under investigation in clinical trial NCT02009527 (Arginase Inhibition in Ischemia-reperfusion Injury).;;;;
DB02382,Namn,;;;;
DB02383,Tolrestat,"Tolrestat (INN) (AY-27773) is an aldose reductase inhibitor which was approved for the control of certain diabetic complications. While it was approved for marketed in several countries, it failed a Phase III trial in the U.S. due to toxicity and never received FDA approval. It was sold under the tradename Alredase but was discontinued by Wyeth in 1997 because of the risk of severe liver toxicity and death.;;;;"
DB02384,(E)-2-Fluoro-P-Hydroxycinnamate,;;;;
DB02385,D-threo-neopterin,"A pteridine derivative present in body fluids; elevated levels result from immune system activation, malignant disease, allograft rejection, and viral infections. (From Stedman, 26th ed) Neopterin also serves as a precursor in the biosynthesis of biopterin.;;;"
DB02386,Leucine Phosphonic Acid,;;;;
DB02388,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",;;;;
DB02390,5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,;;;;
DB02391,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",;;;;
DB02393,"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",;;;;
DB02394,Oxiranpseudoglucose,;;;;
DB02395,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",;;;;
DB02396,Methylethylamine,;;;;
DB02397,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine,;;;;
DB02398,6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,;;;;
DB02399,L-Rhamnitol,;;;;
DB02400,ES-936,;;;;
DB02401,"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",;;;;
DB02402,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",;;;;
DB02403,2-Fluoroaniline,;;;;
DB02404,1-Deoxy-1-Thio-Heptaethylene Glycol,;;;;
DB02405,12-Bromododecanoic Acid,;;;;
DB02406,N-Valeric Acid,;;;;
DB02407,6-O-Cyclohexylmethyl Guanine,;;;;
DB02408,"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",;;;;
DB02409,"(1r,4s)-2-Azabornane",;;;;
DB02410,"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",;;;;
DB02411,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",;;;;
DB02412,Tetrahydropyran,;;;;
DB02413,Hydroxyethylcysteine,;;;;
DB02414,Cyclo(his-pro),;;;;
DB02415,N-Octyl-2-Hydroxyethyl Sulfoxide,;;;;
DB02416,"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",;;;;
DB02417,"2,4,6-Tribromophenol",;;;;
DB02418,"(R,R)-2,3-Butanediol",;;;;
DB02419,Ethyl Oxo(Piperidin-1-Yl)Acetate,;;;;
DB02420,"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",;;;;
DB02421,Uridine-5'-diphosphate-mannose,;;;;
DB02422,Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,;;;;
DB02423,Thiopyrophosphate,;;;;
DB02424,Geldanamycin,;;;;
DB02425,Hexadecyl Octanoate,;;;;
DB02426,Carboxyatractyloside,;;;;
DB02427,"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",;;;;
DB02428,Quinaldic Acid,;;;;
DB02429,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,;;;;
DB02430,Trehalose-6-Phosphate,;;;;
DB02431,Cytidine-5'-Triphosphate,Cytidine 5&#39;-(tetrahydrogen triphosphate). A cytosine nucleotide containing three phosphate groups esterified to the sugar moiety. [PubChem];;;
DB02432,RU90395,;;;;
DB02433,"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",;;;;
DB02434,4-(2-Thienyl)Butyric Acid,;;;;
DB02435,Aminomethylcyclohexane,;;;;
DB02436,{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,;;;;
DB02437,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,;;;;
DB02438,3-O-Methylfructose in Linear Form,;;;;
DB02441,"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",;;;;
DB02442,Dioxyselenocysteine,;;;;
DB02443,Methicillin Acyl-Serine,;;;;
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,;;;;
DB02446,Glutamine hydroxamate,;;;;
DB02447,"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",;;;;
DB02448,N-Tridecanoic Acid,;;;;
DB02449,3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,;;;;
